,Message
15518,I'm ok.
15519,How's the snow.
15520,Yes we are chatting too.
15521,What's good.
15523,Went to pay rent. So i had to go to the bank to authorise the payment.
15524,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
15525,<#> mins but i had to stop somewhere first.
15527,I've not sent it. He can send me.
15531,Good
15532,Package all your programs well
15533,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
15534,Good. Good job. I like entrepreneurs
15536,So what do you guys do.
15538,So what are you up to
15539,Have you started in skye
15540,Mode men or have you left.
15543,Exactly. Anyways how far. Is jide her to study or just visiting
15544,Yes. Rent is very expensive so its the way we save.
15545,That's one of the issues but california is okay. No snow so its manageable
15546,<#> months
15548,They are just making it easy to pay back. I have <#> yrs to say but i can pay back earlier. You get?
15549,We'll you pay over like <#> yrs so its not too difficult
15550,i see. When we finish we have loads of loans to pay
15553,Public health
15554,What is wow.
15555,University of southern california.
15556,Sorry for the delay. Yes masters
15559,Just wait till end of march when el nino gets himself. Oh.
15560,No. On the way home. So if not for the long dry spell the season would have been over
15562,dimples4bee
15563,The hair cream has not been shipped.
15564,I'm in class. Did you get my text.
15565,Thanks for the number
15566,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
15567,Oh baby of the house. How come you dont have any new pictures on facebook
15570,Where in abj are you serving. Are you staying with dad or alone.
15571,So that takes away some money worries
15572,You've always been the brainy one.
15573,I know you are serving. I mean what are you doing now.
15574,Its not the same here. Still looking for a job. How much do Ta's earn there.
15575,So what as you doing
15576,Great. Never been better. Each day gives even more reasons to thank
15579,How are you. Its been ages. How's abj
15580,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
15583,Do you have a tax id?
15584,If you mean <#> minus 3 its <#>
15585,What's that
15587,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
15588,Missing you up here
15589,I said its okay. Sorry
15591,Dont kick coco when he's down
15592,But i'm really really broke oh. No amount is too small even <#>
15593,So dont use hook up any how
15594,You are a very very very very bad girl. Or lady.
15595,"As in missionary hook up, doggy hook up, standing...|"
15596,As in different styles?
15597,You know what hook up means right?
15598,And whenever you and i see we can still hook up too.
15601,Tell me something. Thats okay.
15602,Wen did you get so spiritual and deep. That's great
15603,I see. No problem
15605,So that means you still think of teju
15606,Liar liar.
15608,You bad girl. I can still remember them
15609,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
15610,When did dad get back.
15611,Pls continue.
15612,Sorry i fell asleep.
15615,Where are they.
15616,So i asked how's anthony. Dad. And your bf
15620,Great. So should i send you my account number.
15621,You are a big chic. Common. Declare
15622,I'm serious. You are in the money base
15623,Ok. I asked for money how far
15624,I'm wondering oh.
15625,Hi. I'm always online on yahoo and would like to chat with you someday
15629,No she didnt. I will search online and let you know.
15630,Thank you so much
15631,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
15633,Yes i can imagine.
15634,Long time. You remember me today.
15635,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
15636,Are you still getting the goods.
15637,Ok. I.ll do you right later.
15638,Or remind me in a few hrs.
15641,Moji i love you more than words. Have a rich day
15642,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
15646,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
15647,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
15648,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
15649,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
15650,And is there a way you can send shade's stuff to her. And she has been wonderful too.
15651,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
15652,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
15653,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
15654,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
15656,Stop the story. I've told him i've returned it and he's saying i should not re order it.
15657,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the <#> day return period ended.
15659,R u saying i should re order the slippers cos i had to pay for returning it.
15660,Crucify is c not s. You should have told me earlier.
15662,If You mean the website. Yes.
15664,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
15665,Okay. I've seen it. So i should pick it on friday?
15666,I'm fine. Hope you are good. Do take care.
15667,What's the site?
15668,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
15669,I'm okay too.
15670,How are you holding up?
15671,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
15672,Pls tell macho to tell me what his bb budget his cos i see new bb for <#> k and cant talk cos i dont know his budget
15673,Me too.
17220,And he's apparently bffs with carly quick now
17221,He remains a bro amongst bros
17224,"Nah, I'm a perpetual DD"
17225,I just saw ron burgundy captaining a party boat so yeah
17226,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
17227,Alex says he's not ok with you not being ok with it
17229,Yeah I'm still down
17230,"Haha, just what I was thinkin"
17232,Aight sorry I take ten years to shower. What's the plan?
17233,"My planning usually stops at ""find hella weed, hella weed"""
17235,Hey rryyyaannn
17237,"Aight, lemme know what's up"
17240,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
17241,"I got like $ <#> , I can get some more later though. Get whatever you feel like"
17242,"Aight, sounds good. When do you want me to come down?"
17243,That
17244,Aight well keep me informed
17245,"Alright, I'll head out in a few minutes, text me where to meet you"
17246,"I know where the <#> is, I'll be there around 5"
17247,Just got to <#>
17248,"It's fine, imma get a drink or somethin. Want me to come find you?"
17251,Cool
17253,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
17254,"Kate jackson rec center before 7ish, right?"
17257,Would me you out help us work through this difficult time
17259,"Alright, we're all set here, text the man"
17261,Probably gonna swing by in a wee bit
17262,"Me not waking up until 4 in the afternoon, sup"
17263,"Tonight? Yeah, I'd be down for that"
17266,What time you thinkin of goin?
17267,"Cool, text me when you head out"
17268,"Aight, we'll head out in a few"
17269,Whereabouts is yo
17270,"Awesome, text me"
17272,"Nope, I'm still in the market"
17273,This isn't funny :'(
17274,Does not operate after <#> or what
17275,You awake yet?
17276,Feel like trying kadeem again? :V
17278,"That's fine, I'll at you about it later then"
17279,Deal with it
17280,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
17281,"Yeah sure, give me a couple minutes to track down my wallet"
17282,I'll meet you in the lobby
17285,"No my blankets are sufficient, thx"
17288,( <#> $ btw)
17289,"K, lemme know when"
17291,I can ask around but there's not a lot in terms of mids up here
17292,"K, I might come by tonight then if my class lets out early"
17293,Remind me how to get there and I shall do so
17297,He needs to stop going to bed and make with the dealing
17298,(That said can you text him one more time?)
17299,I just really need before tomorrow and I know you won't be awake before like 6
17300,I meant as an apology from me for texting you to get me drugs at <#> at night
17302,You awake?
17303,"Hey man, you around?"
17306,Awesome
17307,I can take you at like noon
17311,Noice
17314,You still at the game?
17316,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
17318,"I've got <#> , any way I could pick up?"
17319,"Cool, want me to go to kappa or should I meet you outside mu"
17321,"K, text me when you're on the way"
17322,We have pizza if u want
17323,Where u at?
17324,Who's there say hi to our
17325,Do you still have the grinder?
17326,"Aight yo, dats straight dogg"
17327,"Thursday night? Yeah, sure thing, we'll work it out then"
17328,"I'll see, but prolly yeah"
17329,You still there?
17330,Excelente
17332,"Yeah I am, so I'll leave maybe 7ish?"
17333,"Yeah, probably earlier than that"
17334,Yeah
17335,I do <3 tacos
17336,"4 tacos + 1 rajas burrito, right?"
17338,"No I'm good for the movie, is it ok if I leave in an hourish?"
17339,K see you then
17340,Sup
17341,You on your way?
17342,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
17343,"Aight, I'll text you when I'm back"
17344,"I'm back, lemme know when you're ready"
17345,How much for an eighth?
17347,"K give me a sec, breaking a <#> at cstore"
17348,Ok all set
17349,"There're some people by mu, I'm at the table by lambda"
17352,I'm really sorry I lit your hair on fire
17353,"It's cool, let me know before it kicks off around <#> , I'll be out and about all day"
17354,"I feel like a because I keep sleeping through your texts and facebook messages. Sup, you in town?"
17355,"Haha awesome, be there in a minute"
17356,"Mah b, I'll pick it up tomorrow"
17358,"And that's fine, I got enough bud to last most of the night at least"
17361,"Awesome, plan to get here any time after like <#> , I'll text you details in a wee bit"
17364,Yeah my usual guy's out of town but there're definitely people around I know
17365,Yo do you know anyone <#> or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
17366,"Its good, we'll find a way"
17367,When you guys planning on coming over?
17370,Yo
17372,"That's very rude, you on campus?"
17373,Can you get to mu?
17375,"Cool, text me when you're parked"
17376,Don't worry about it
17377,Lemme know when you're here
17378,Aight
17379,Yeah get the unlimited
17380,K do I need a login or anything
17382,Just wanted to say holy you guys weren't kidding about this bud
17384,Fffff
17386,Like after dark late?
17387,"Aight, tomorrow around <#> it is"
17388,You still around? I could use a half-8th
17389,$ <#> or more?
17390,Its like <#>
17391,"The table's occupied, I'm waiting by the tree"
17392,"I'm taking derek & taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
17393,"Actually nvm, got hella cash, we still on for <#> ish?"
17395,Ffffffffff
17396,I re-met alex nichols from middle school and it turns out he's dealing!
17397,I know right!!
17399,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
17400,Any eta?
17402,Eta?
17404,Will do
17406,;_;
17407,HaurAUGHGUGHGUGJHY
17409,"Didn't try, g and I decided not to head out"
17410,You around?
17411,ANSWER MEEEEE
17412,Are you in castor? You need to see something
17414,Get the door?
17415,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
17418,"Nah I don't think he goes to usf, he lives around here though"
17419,"Theoretically yeah, he could be able to come"
17422,Armand says get your over to epsilon
17424,Noice. Text me when you're here
17425,Mom wants to know where you at
17426,Should I head straight there or what
17427,How do you plan to manage that
17428,"K I'll head out in a few mins, see you there"
17429,sup
17430,Wassap
17431,Fuck I just said that
17432,"Same, I'm at my great aunts anniversary party in tarpon springs"
17433,Also you and your family for going to rhode island or wherever the and leaving me all alone the week I have a new >:(
17434,Respond to meeeeeeee
17436,"Fun fact: although you would think armand would eventually build up a tolerance or some considering how much he smokes, he gets up in like 2 hits"
17437,"Like I made him throw up when we were in our friend's car one time, it was awesome"
17438,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and all over his arms every five minutes
17439,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
17440,"I can't, I don't have her number!"
17441,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
17442,Which is weird because I know I had it at one point
17443,Sure why not
17444,"Oops I did have it, <#> ?"
17447,"It's wylie, you in tampa or sarasota?"
17448,"Not much, just some textin'. How bout you?"
17449,"A wee bit, perhaps"
17452,Does she usually take fifteen minutes to respond to a yes or no question
17453,Jesus christ I'm trying to give you drugs answer your phone
17455,And I've been great!
17456,Argh why the is nobody in town ;_;
17458,"That's what I love to hear :V see you sundayish, then"
17459,Cook* college life
17460,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just
17461,"Haha get used to driving to usf man, I know a lot of stoners"
17462,Yeah that's the impression I got
17463,Well if I'm that desperate I'll just call armand again
17464,"Sweet, see you then"
17465,Want some mac?
17466,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
17467,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has and/or is vomiting
17468,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
17470,"It could work, we'll reach a consensus at the next meeting"
17473,"Sounds good, keep me posted"
17474,G wants to know where the you are
17475,We still on for tonight?
17476,What time should I tell my friend to be around?
17478,Carlos'll be here in a minute if you still need to buy
17482,K I'll be there before 4.
17484,I'll ask around
17485,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
17486,"K, I'll work something out"
17487,"Haha, my friend tyler literally just asked if you could get him a dubsack"
17490,"Sorry, I can't text & drive coherently, see you in twenty"
17493,ITS A LAPTOP TAKE IT WITH YOU.
17497,Go for it
17499,"I get out of class in bsn in like <#> minutes, you know where advising is?"
17500,"Probably, want to pick up more?"
17501,"Dizzamn, aight I'll ask my suitemates when I get back"
17502,"Found it, ENC <#> , where you at?"
17503,"Yo, you at jp and hungry like a mofo?"
17504,"K, can I pick up another 8th when you're done?"
17505,"Cool, text me when you're ready"
17508,I have no idea where you are
17509,Derp
17510,Where you at
17512,And by when you're done I mean now
17513,Would cupcakes help
17514,Will it help if we propose going back again tomorrow
17515,"Maybe westshore or hyde park village, the place near my house?"
17517,"A few people are at the game, I'm at the mall with iouri and kaila"
17518,You still at andros
17519,"Just wondering, the others just took off"
17522,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
17523,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
17525,Galileo is complete
17526,The guy did some but I acted like i'd be interested in buying something else next week and he gave it to us for free
17527,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
17529,When're you guys getting back? G said you were thinking about not staying for mcr
17532,"Aight, you close by or still down around alex's place?"
17534,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
17535,"Yeah, give me a call if you've got a minute"
17536,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
17538,"Haha yeah, 2 oz is kind of a shitload"
17541,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
17542,Yo sorry was in the shower sup
17543,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ <#> worth tonight if possible
17544,"K, can that happen tonight?"
17545,"That's cool he'll be here all night, lemme know when you're around"
17546,"My friend just got here and says he's upping his order by a few grams (he's got $ <#> ), when can you get here?"
17547,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
17548,So is there anything specific I should be doing with regards to jaklin or what because idk what the
17549,Should I tell my friend not to come round til like <#> ish?
17550,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
17551,I think the other two still need to get cash but we can def be ready by 9
17552,"Alright, see you in a bit"
17553,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
17555,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
17556,Bring it if you got it
17557,"Damn, can you make it tonight or do you want to just wait til tomorrow"
17558,"Alright if you're sure, let me know when you're leaving"
17559,"G says you never answer your texts, confirm/deny"
17560,"K, doors open"
17561,Tell me again what your address is
17562,"Carlos took a while (again), we leave in a minute"
17563,K will do
17565,Goddamn son
17566,Not substantially
17567,How will I creep on you now? ;_;
17570,That seems unnecessarily affectionate
17572,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
17573,"Yeah, don't go to bed, I'll be back before midnight"
17574,You still around? Looking to pick up later
17575,"Awesome, text me when you're restocked"
17576,What time you think you'll have it? Need to know when I should be near campus
17577,"Haha awesome, omw back now then"
17578,Yo you still awake?
17579,"Come to mu, we're sorting out our narcotics situation"
17580,"sure, but make sure he knows we ain't yet"
17581,"K so am I, how much for an 8th? Fifty?"
17584,"sorry brah, just finished the last of my exams, what up"
17585,"Aight, I'll hit you up when I get some cash"
17587,If I must
17589,You get up?
17592,"Just checked out, heading out to drop off my stuff now"
17593,Actually I decided I was too hungry so I haven't left yet :V
17594,Omw back now
17596,I'm back
17597,"I'm back & we're packing the car now, I'll let you know if there's room"
17598,Any time now
17599,K see you tomorrow
17600,"Yeah there's barely enough room for the two of us, x has too many shoes. Sorry man, see you later"
17601,Omw to Boca now
17602,I'll text you when I drop x off
17603,"Night night, see you tomorrow"
17604,"What part of ""don't initiate"" don't you understand"
17605,OH I'M SURE >:(
17606,"Damn, poor zac doesn't stand a chance"
17607,Is that seriously how you spell his name?
17608,Have you always been saying welp?
17610,Also that chat was awesome but don't make it regular unless you can see her in person
17612,"I'd say that's a good sign but, well, you know my track record at reading women"
17614,This guy!
17616,"Not for possession, especially not first offense"
17617,"Omw back to tampa from west palm, you hear what happened?"
17619,On the road yet?
17623,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
17625,Do we have any spare power supplies
17626,Please tell me not all of my car keys are in your purse
17628,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
17629,Where are the garage keys? They aren't on the bookshelf
17631,Nvm
17633,Yep
17635,Are you not around or just still asleep? :V
17636,"Right on brah, see you later"
17638,"Yo my trip got postponed, you still stocked up?"
17640,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
17641,"Aight, text me tonight and we'll see what's up"
17646,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some with my credit card"
17647,What class of <#> reunion?
17649,Blarg
17650,"Fuuuuck I need to stop sleepin, sup"
17651,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
17652,Aight ill get on fb in a couple minutes
17654,No I'm set
17655,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
17657,Which beach?
17658,"I don't think I can get away for a trek that long with family in town, sorry"
17659,Hey you around? I've got enough for a half + the ten I owe you
17660,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
17661,"Yeah, we got one lined up for us"
17662,"St andre, virgil's cream"
17664,When/where do I pick you up
17665,COME BACK TO TAMPA FFFFUUUUUUU
17666,Here
17667,What's nannys address?
17668,Haven't left yet so probably gonna be here til dinner
17671,"Awesome, lemme know whenever you're around"
17673,"Text me when you get off, don't call, my phones having problems"
17674,Haughfujjugjjggjugj
17675,K when?!?
17676,If you're not in my car in an hour and a half I'm going apeshit
17678,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
17679,ALSO TELL HIM I SAID HAPPY BIRTHDAY
17680,<#> ISH MINUTES WAS 5 MINUTES AGO. WTF.
17681,GTF OUT HERE
17682,Fuck cedar key and her (come over anyway tho)
17683,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
17684,Also maaaan are you missing out
17686,If you don't respond imma assume you're still asleep and imma start calling n
17687,GOD FINE.
17689,"idc get over here, you are not weaseling your way out of this twice in a row"
17690,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
17691,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
17694,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
17695,Sure but since my parents will be working on Tuesday I don't really need a cover story
17697,"Just looked it up and addie goes back Monday, sucks to be her"
17698,Yeah so basically any time next week you can get away from your mom & get up before 3
17699,YO YOU UP
17700,Check audrey's status right now
17701,Poor girl can't go one day lmao
17703,Fyi I'm gonna call you sporadically starting at like <#> bc we are not not doin this
17704,WAKE UP
17705,WWWWAAAAAKKKKEEEEEEE UUUUPPPPPPPPPPP
17706,K :)
17707,THIS IS A LONG FUCKIN SHOWR
17708,Yeah sure I'll leave in a min
17709,K I'm here
17710,"The affidavit says <#> E Twiggs St, division g, courtroom <#> , <TIME> AM. I'll double check and text you again tomorrow"
17711,Those ducking chinchillas
17712,"FUCKIN*, ARGH"
17714,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
17718,I'll probably be around mu a lot
17719,Yeah I don't see why not
17720,Oh yeah clearly it's my fault
17721,"Ask g or iouri, I've told the story like ten times already"
17723,when you and derek done with class?
17724,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
17725,Omw
17726,"Get the door, I'm here"
17727,U <#>
17728,Usf
17730,You should get more chicken broth if you want ramen unless there's some I don't know about
17731,"Yo, you in stock?"
17732,"Awesome, think we can get an 8th at usf some time tonight?"
17733,Yeah jay's sort of a
17735,"Cool, what time you think you can get here?"
17736,"Aight, I'm chillin in a friend's room so text me when you're on the way"
17737,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
17738,Guessin you ain't gonna be here before 9?
17739,You still coming tonight?
17740,"Aight, let me know when you're gonna be around usf"
17741,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
17742,K I'll call you when I'm close
17744,"Alright omw, gotta change my order to a half8th"
17745,"Aight it, I'll get it later"
17746,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
17747,You available now? I'm like right around hillsborough & <#> th
17748,Wylie update: my dealer carlos went to freedom and had a class with lunsford
17749,"alright, I'll make sure the car is back tonight"
17750,"(No promises on when though, haven't even gotten dinner yet)"
17751,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
17752,"Jus chillaxin, what up"
17754,"aight we can pick some up, you open before tonight?"
17756,"Yeah I should be able to, I'll text you when I'm ready to meet up"
17757,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
17758,"Ok omw now, you at castor?"
17760,You still at grand prix?
17761,Ffffffffff. Alright no way I can meet up with you sooner?
17762,"Aight, can you text me the address?"
17763,"K, want us to come by now?"
17764,"Almost there, see u in a sec"
17765,Don't necessarily expect it to be done before you get back though because I'm just now headin out
17766,Do you know when dad will be back?
17767,"K, see you soon <3"
17768,Any year now
17769,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
17770,How much u trying to get?
17771,"A gram usually runs like <#> , a half eighth is smarter though and gets you almost a whole second gram for <#>"
17772,"Hey, you around?"
17774,Welp apparently he retired
17777,Midnight at the earliest
17778,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
17779,"(I should add that I don't really care and if you can't I can at least get this dude to off but hey, your money if you want it)"
17781,We're on the opposite side from where we dropped you off
17783,Holy living christ what is taking you so long
17784,"Video games, you?"
17785,Condolences
17786,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
17787,Aight what time you want me to come up?
17788,"Aight I'll grab something to eat too, text me when you're back at mu"
17789,Jay up yet?
17790,Aight should I just plan to come up later tonight?
17791,"That's cool, I'll come by like <#> ish"
17792,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
17794,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
17795,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
17797,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
17798,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
17799,Ok I'm gonna head up to usf in like fifteen minutes
17800,"Haha nice, will do"
17801,I'm at mu
17802,(Where are you)
17803,"Hurry up, I've been weed-deficient for like three days"
17805,"""Gimme a few"" was <#> minutes ago"
17806,Jay's getting really impatient and belligerent
17807,"We're all getting worried over here, derek and taylor have already assumed the worst"
17809,Yeah probably* my b
17810,"Like <#> , same question"
17811,"Haha figures, well I found the piece and priscilla's bowl"
17812,I accidentally brought em home in the box
17813,"Probably not, I'm almost out of gas and I get some cash tomorrow"
17814,Where do you need to go to get it?
17815,I think it's all still in my car
17816,<#> w jetton ave
17817,Also are you bringing galileo or dobby
17819,Id have to check but there's only like 1 bowls worth left
17820,I could ask carlos if we could get more if anybody else can chip in
17821,"Yo, any way we could pick something up tonight?"
17822,"Awesome, that gonna be soon or later tonight?"
17824,K see you in a bit
17825,How much are we getting?
17826,"K, makes sense, btw carlos is being difficult so you guys are gonna while I go pick up the second batch and get gas"
17827,A bloo bloo bloo I'll miss the first bowl
17829,K actually can you guys meet me at the sunoco on howard? It should be right on the way
17830,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
17832,"Sorry that took so long, omw now"
17833,"Alright we're hooked up, where you guys at"
17835,"Here, get the door"
17836,Yes when is the appt again?
17839,R u 4 real
17840,K be there in a few
17841,K here
17842,Yeah I can still give you a ride
17843,What why
17844,How would my ip address test that considering my computer isn't a minecraft server
17847,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
17848,How did you find out in a way that didn't include all of these details
17851,"This is one of the days you have a billion classes, right?"
17852,"Yeah that's what I thought, lemme know if anything's goin on later"
17853,Probably earlier than that if the station's where I think it is
17856,Please tell me you have some of that special stock you were talking about
17857,"Yeah, I'll leave in a couple minutes & let you know when I get to mu"
17859,You busy or can I come by at some point and figure out what we're doing tomorrow
17860,I'll talk to the others and probably just come early tomorrow then
17862,"fyi I'm at usf now, swing by the room whenever"
17863,"(And my man carlos is definitely coming by mu tonight, no excuses)"
17864,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to and I'll tell him to haul
17867,"Yeah, we can probably swing by once my roommate finishes up with his girl"
17871,I'll let
17872,"Oops, I'll let you know when my roommate's done"
17873,Also where's the piece
17874,Negative on both
17876,Tell them the dealer's getting impatient
17877,Aight do you still want to get money
17878,"I've got ten bucks, jay is being noncomittal"
17879,jay says he'll put in <#>
17880,None of that's happening til you get here though
17881,"""Anymore""?"
17883,It was pretty eh
17885,"Same here, but I consider walls and bunkers and important just because I never play on peaceful but I guess your place is high enough that it don't matter"
17887,Well boy am I glad G wasted all night at applebees for nothing
17888,Speaking of does he have any cash yet?
17890,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
17891,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on
17892,"<#> , that's all? Guess that's easy enough"
17894,"Awesome, I'll see you in a bit"
17895,Jason says it's cool if we pick some up from his place in like an hour
17898,What's your room number again? Wanna make sure I'm knocking on the right door
17899,"Just arrived, see you in a couple days <3"
17900,"Yep, at derek's house now, see you Sunday <3"
17901,Guess who spent all last night phasing in and out of the fourth dimension
17902,(It wasn't me)
17903,(You didn't hear it from me)
17906,<#> great loxahatchee xmas tree burning update: you can totally see stars here
17907,Prolly
17909,K I'll be there by 9
17910,Somebody should go to andros and steal ice
17911,Ugh it I'm resubbing to eve
17912,"Nothing really, just making sure everybody's up to speed"
17913,"I can make it up there, squeezed <#> bucks out of my dad"
17916,"Nah can't help you there, I've never had an iphone"
17919,We're aiming for 8
17920,Talk to g and x about that
17922,<#> w jetton ave if you forgot
17923,"Just dropped em off, omw back now"
17925,Well keep me posted
17926,"Jay told me already, will do"
17927,Then get some cash together and I'll text jason
17928,Yo you around?
17929,"K, jason says he's gonna be around so I'll be up there around <#>"
17930,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
17931,"Cool, I'll text you when I'm on the way"
17934,Also remember the beads don't come off. Ever.
17935,You unbelievable faglord
17936,If I was I wasn't paying attention
17937,"Dad wanted to talk about the apartment so I got a late start, omw now"
17939,Fwiw the reason I'm only around when it's time to is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
17940,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally to demand a blood oath fo"
17941,From someone not to when every time I've in the last two weeks is because of you calling or texting me that you wanted to
17943,First*
17944,"I'm not coming over, do whatever you want"
17945,Haha you
