,Message,Label,Sentiment Label
1653,Get out already,0,negative
1654,:/ that's mean,0,negative
1655,You,1,neutral
1656,What time do u get out?,1,neutral
1657,That sucks. I'll go over so u can do my hair. You'll do it free right?,1,neutral
1658,Rats. Hey did u ever vote for the next themes?,0,negative
1659,Yep get with the program. You're slacking.,0,negative
1660,Lol no. Just trying to make your day a little more interesting,2,positive
1661,We can make a baby in yo tho,0,negative
1662,Lmao but its so fun...,0,negative
1663,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,2,positive
1664,Lol yes. But it will add some spice to your day.,2,positive
1665,Ok both our days. So what are you making for dinner tonite? Am I invited?,1,neutral
1666,Just buy a pizza. Meat lovers or supreme. U get to pick.,1,neutral
1667,They finally came to fix the ceiling.,1,neutral
1668,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,2,positive
1669,Ew are you one of them?,0,negative
1670,If you're thinking of lifting me one then no.,1,neutral
1671,Lol do u?,1,neutral
1672,Yes but I don't care cause I know its there!,0,negative
1673,Why haven't u called?,0,negative
1674,:/ Does that mean no?,1,neutral
1675,Go chase after her and run her over while she's crossing the street,0,negative
1676,Want me to do it?,1,neutral
1677,Lol ok. I'll her purse too.,1,neutral
1678,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,2,positive
1679,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,1,neutral
1680,they released another Italian one today and it has a cosign option,1,neutral
1681,Hurry home. Soup is DONE!,1,neutral
1682,Oops my phone died and I didn't even know. Yeah I like it better.,2,positive
1683,<#> Fredericksburg rd suite 2 phone # <#> . It's called animal emergency room. Open <#> hours,0,negative
1684,Where u been hiding stranger?,1,neutral
1685,So how's the weather over there?,1,neutral
1686,They don't put that stuff on the roads to keep it from getting slippery over there?,1,neutral
1687,And stop being an old man. You get to build snowman snow angels and snowball fights.,2,positive
1688,bs,0,negative
1689,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,0,negative
1690,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,2,positive
1691,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,0,negative
1692,Yay! You better not have told that to 5 other girls either.,2,positive
1693,Well you told others you'd marry them...,0,negative
1694,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,2,positive
1695,Ugh I don't wanna get out of bed. It's so warm.,0,negative
1696,Long after I quit. I get on only like 5 minutes a day as it is.,1,neutral
1697,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),1,neutral
1698,Our*,1,neutral
1699,This phone has the weirdest auto correct.,0,negative
1700,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0,negative
1701,Lol well don't do it without me. We could have a big sale together.,2,positive
1702,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,0,negative
1703,And now electricity just went out fml.,0,negative
1704,No :(,1,neutral
1705,Lol they don't know about my awesome phone. I could click delete right now if I want.,2,positive
1706,He didn't see his shadow. We get an early spring yay,1,neutral
1707,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0,negative
1708,Lol your always so convincing.,0,negative
1709,Lol or I could just starve and lose a pound by the end of the day.,0,negative
1710,Theyre doing it to lots of places. Only hospitals and medical places are safe.,1,neutral
1711,Some are lasting as much as 2 hours. You might get lucky.,1,neutral
1712,You got called a tool?,0,negative
1713,A guy who gets used but is too dumb to realize it.,0,negative
1714,Die,1,neutral
1715,Umm... yes!,2,positive
1716,Lol no. U can trust me.,1,neutral
1717,LMAO where's your fish memory when I need it?,1,neutral
1718,Heehee that was so funny tho,0,negative
1719,Well its not like you actually called someone a punto. That woulda been worse.,0,negative
1720,Cloudy <#> degrees :/ still looking for the cat.,1,neutral
1721,Lol I know! We got a cold front. It will warm up for the weekend tho. It was <#> 2 days ago.,2,positive
1722,Yay can't wait to party together!,2,positive
1723,No he didn't. Spring is coming early yay!,0,negative
1724,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0,negative
1725,Lol I love the nanny.,2,positive
1726,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,2,positive
1727,:: grinds teeth::,0,negative
1728,You'd like that wouldn't you? Jerk!,0,negative
1729,I hope your pee burns tonite.,0,negative
1730,No were thru!,1,neutral
1731,Your so mean!,0,negative
1732,Omg it could snow here tonite!,2,positive
1733,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",1,neutral
1734,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,negative
1735,It's snowing!,1,neutral
1736,It's snowing!!,1,neutral
1737,Are u awake? Is there snow there?,1,neutral
1738,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,1,neutral
1739,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,1,neutral
1740,That's my honeymoon outfit. :),2,positive
1741,Lol behave,0,negative
1742,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,1,neutral
1743,Lol they were mad at first but then they woke up and gave in.,0,negative
1744,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0,negative
1745,Yes. It's all innocent fun. O:-),2,positive
1746,Shhhhh nobody is supposed to know!,1,neutral
1747,U sure u can't take any sick time?,1,neutral
1748,Tell them u have a headache and just want to use 1 hour of sick time.,0,negative
1749,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is <#>,1,neutral
1750,Boo your team lost,0,negative
1751,Honey boo I'm missing u.,0,negative
1752,What's cooking?,1,neutral
1753,Boooo you always work. Just quit.,0,negative
1754,YES!,2,positive
1755,Lies all lies,0,negative
1756,Lmao ok I wont be needing u to do my hair anymore.,0,negative
1757,What r u cooking me for dinner?,1,neutral
1758,I want pizza.,1,neutral
1759,But I want pizza,1,neutral
1760,Everything!,1,neutral
1761,Oh yeah! And my diet just flew out the window,2,positive
1762,Hey! There's veggie pizza... :/,0,negative
1763,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,1,neutral
1764,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,2,positive
1765,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,2,positive
1766,I want u homeeeeeeee,1,neutral
1767,Do u still have plumbers tape and a wrench we could borrow?,1,neutral
1768,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,1,neutral
1769,2 meals no gravy,1,neutral
1770,I'm freezing and craving ice. Fml,2,positive
1771,No. Did u?,1,neutral
1772,Omg u did didn't u?,0,negative
1773,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0,negative
1774,Yep. I do like the pink furniture tho.,1,neutral
1775,So how was your day?,2,positive
1776,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0,negative
1777,And popping <#> ibuprofens was no help.,0,negative
1778,I'm gonna rip out my uterus.,0,negative
1779,Lol thanks,2,positive
1780,If I die I want u to have all my stuffs.,1,neutral
1781,What did u eat?,1,neutral
1782,Lol yummmm,2,positive
1783,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0,negative
1784,Just woke up. Yeesh its late. But I didn't fall asleep til <#> am :/,0,negative
1785,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,1,neutral
1786,I donno if they are scorable,1,neutral
1787,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,2,positive
1788,Lol I was gonna last month. I cashed some in but I left <#> just in case. I was collecting more during the week cause they announced it on the blog.,0,negative
1789,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,0,negative
1790,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,1,neutral
1791,And miss vday the parachute and double coins??? U must not know me very well...,0,negative
1792,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0,negative
1793,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0,negative
1794,Oooh bed ridden ey? What are YOU thinking of?,1,neutral
1795,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0,negative
1796,LOL that would be awesome payback.,2,positive
1797,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,1,neutral
1798,Started out with like <#> k. I'm almost done...,1,neutral
1799,"And the grand total is....::drumroll::... <#> , <#> !!",0,negative
1800,Lol now I'm after that hot air balloon!,2,positive
1801,:( but your not here....,0,negative
1802,Did u see what I posted on your Facebook?,1,neutral
1803,Lol aww how sweet.,2,positive
1804,Lol I would but despite these cramps I like being a girl.,0,negative
1805,Your right! I'll make the appointment right now.,2,positive
1806,What's a feathery bowa? Is that something guys have that I don't know about?,1,neutral
1807,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,1,neutral
1808,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,0,negative
1809,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0,negative
1810,No way I'm going back there!,0,negative
1811,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,negative
1812,Do u have $ <#> I could borrow? Doc wants me to get a pelvic ultrasound on Monday and Mark doesn't get paid til Friday and mom said she's broke.,0,negative
1813,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,1,neutral
1814,U guys never invite me anywhere :(,1,neutral
1815,Lol its ok I didn't remember til last nite,1,neutral
1816,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0,negative
1817,Happy Valentines day!,2,positive
1818,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,2,positive
1819,Happy Valentines day,2,positive
1820,Oh yeah I forgot. U can only take 2 out shopping at once.,1,neutral
1821,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),2,positive
1822,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,0,negative
1823,I'm awake,1,neutral
1824,U should have made an appointment,0,negative
1825,At 4. Let's go to bill millers,1,neutral
1826,Get me out of this dump heap. My mom decided to come to lowes. BORING.,0,negative
1827,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,0,negative
1828,Just my yo heart,1,neutral
1829,Boo what time u get out? U were supposed to take me shopping today. :(,0,negative
1830,Oh. U must have taken your REAL Valentine out shopping first.,0,negative
1831,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0,negative
1832,Hmm ill have to think about it... ok you're forgiven! =D,1,neutral
1833,Were gonna go get some tacos,1,neutral
1834,Hey what u doing?,1,neutral
1835,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,1,neutral
1836,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,0,negative
1837,Bye bye ms American pie lalalalala,0,negative
1838,Ooh I hope it gets stuck in your head too,2,positive
1839,Like what?,1,neutral
1840,Oh. Don't have to much fun with that.,1,neutral
1841,Yes. Today I think I just find out the results of Mondays test. I'm hoping that's all. I'm sick of being poked.,0,negative
1842,See I'm gonna die first. U should take out some life insurance on me while u have the chance.,0,negative
1843,You'll be rich in no time,1,neutral
1844,Hey!,1,neutral
1845,Lol sounds like a plan. So is it slow at work?,1,neutral
1846,K let me just get some life insurance on u real quick.,0,negative
1847,Lol. Hey I need a haircut. Lemme know when your free.,2,positive
1848,I'm also thinking of going blonde,1,neutral
1849,I'm on my way right now.,1,neutral
1850,No? Think it'll look bad?,1,neutral
1851,Lol ok I get the hint.,1,neutral
1852,Well I told u to buy me some pink hair extensions for Christmas but u didn't listen!,0,negative
1853,What happened to your fish memory?,1,neutral
1854,Ok next time txt only after you've had a few.,0,negative
1855,Good idea. So I'm here in the waiting room. I hope they don't tell me I'm dying.,2,positive
1856,Bleh still had to give a urine sample.,0,negative
1857,Lol I know. The results say I'm perfectly fine. Yay!,2,positive
1858,See?,1,neutral
1859,Lol jerk.,0,negative
1860,That depends. Where u taking me to eat? U still owe me a date remember?,1,neutral
1861,Me? Sick of burgers? U forget who you're talkin to?,1,neutral
1862,Lol what u up to?,1,neutral
1863,Aww u tell such sweet lies :),2,positive
1864,Nice. Let's go to the park,1,neutral
1865,Ooh private. What are YOU thinking of?,1,neutral
1866,So u want me alone on a plane AND a theater?... I could live with that =D,1,neutral
1867,Don't forget long john silvers. I'm starving.,1,neutral
1868,Mark is driving me insane. HELP!!,0,negative
1869,"Lol I think that just make it worse. He's just not listening to me anymore. Its like he just stares at me while I talk, drowns me out then guesses what I said.",0,negative
1870,I just told him I'm not even gonna bother talking anymore cause he won't listen anyway. That's prolly what he wants but oh well I give up.,0,negative
1871,How? I don't get to talk. U know how much I like to yap.,0,negative
1872,Lol well see if that works,1,neutral
1873,Lol thats what I thought.,1,neutral
1874,Did u get your mattresses?,1,neutral
1875,Oh. What happened?,0,negative
1876,Miss u. Can't wait til u come home.,2,positive
1877,U better. How does hot dogs sound for tonite?,1,neutral
1878,Love u :),2,positive
1879,Good! Heehee =D,2,positive
1880,So early? What did u do all day?,1,neutral
1881,U like it better busy or slow?,1,neutral
1882,Lol. Well do u ever get a cute customer to hit on?,2,positive
1883,Lmao your terrible,0,negative
1884,My dad is going to need help with carrying the bed so hurry home when you get off so u can help him.,1,neutral
1885,Dad said to have some good food waiting for us when we get there.,1,neutral
1886,Love u see u soon. Going to move the mattresses against the wall and clean up a bit.,2,positive
1887,LOL <#> degrees here!,2,positive
1888,Turn right on bandera,1,neutral
1889,How's your day been?,2,positive
1890,So far so good. What happened yesterday?,0,negative
1891,Lol u shoulda called me. I would've rescued u. And bought u lunch too. Steak yummm,0,negative
1892,No the pain stopped a week and a half ago. I'm better now. Just hope it doesn't come back.,0,negative
1893,Ditching me for that stud muffin of yours thats where!!,1,neutral
1894,Lol jerk,0,negative
1895,Yep. So what u doin?,1,neutral
1896,Oh yeah me too,2,positive
1897,I NEVER LIE!,2,positive
1898,You don't know? You sure u watched it?,1,neutral
1899,Err:509,1,neutral
1900,I thought you'd never ask!,1,neutral
1901,Whatever turns u on... as long as I can have my way with u afterward ;),1,neutral
1902,He's off today,1,neutral
1903,Oh dear. She's growing up too fast. Quick stick her back in pigtails!,0,negative
1904,Eek.,0,negative
1905,Ok have fun,2,positive
1906,I just got your msg. I donno why I don't have a signal in the mornings.,1,neutral
1907,Be careful. See u soon.,1,neutral
1908,:/ they're gonna shut off my phone any day now...,0,negative
1909,Yeah...went shopping and spent a little too much. So whoops can't pay the phone. But it was worth it =D,2,positive
1910,Oh. So when u taking me shopping? :),1,neutral
1911,"Yes, just hope they don't turn my phone off by then.",2,positive
1912,What time u go in?,1,neutral
1913,"So go home order a pizza, have a drink or 6 and you'll forget all about those customers.",1,neutral
1914,BTW I'm coming over for some pizza. I'm starving right now.,1,neutral
1915,Cause u love me :),2,positive
1916,You know u love it.,2,positive
1917,I never do.,0,negative
1918,Hey they haven't turned my phone off yet. Woohoo!,2,positive
1919,R u alive?,1,neutral
1920,Let's go shopping!,2,positive
1921,I know. Well I get my tax refund on Thursday so if they cut it off it won't be for that long.,0,negative
1922,Pizza!,1,neutral
1923,Did u already do your taxes?,1,neutral
1924,Boo u never buy me nothing!,2,positive
1925,And that's why I get to rub things in your face!,2,positive
1926,Weren't u supposed to take me shopping today?,1,neutral
1927,"Please sms me the details of tomorrow 's viewings, can't take phonecalls past 7pm. Thanks",1,neutral
1928,"Hi Stewart, today at <#> ok for villa verde. Let us know where weneed to meet. Thanks. For Warren, Sunday is better.",1,neutral
1929,Ok. He's sleeping now. Will pack with the beer.,1,neutral
1930,"Nope, that's it. :-) thanks",1,neutral
1931,"Hi Stewart, thanks for you and your wife's help today. For the unittoday, how big is the footage? It is <#> in land but what in builtup? We may be interested in giving an offer. Thanks. Also, when wouldit be available to start reno?",1,neutral
1932,"Hi, I'm interested in knowing about your advertised Villa Verde unit.Can you tell me the house number and street, and approx built in area?Thank you, Min",1,neutral
1933,"Hi, I'm interested in your Villa Verde unit. Can you tell the housenumber and street and approx built up GSF area? Thanks, Min",1,neutral
1934,"Hi. I'm interested in your Villa Verde unit. Can you tell me thehouse number and street and approx built in GSF area? Thanks, Min",1,neutral
1935,"Hi, I'm interested in your Villa Verde unit. Can you tell me thehouse number and street, and the approx built in GSF area? Thanks,Min",1,neutral
1936,"Hi Stewart, please Ler me know what the arrangements are withKesmond. I need to call him back later. Thanks",1,neutral
1937,"Hi Stewart, can you help arrange the other two on next Wed lateafternoon eg ~5pm? Also, can you get any photographs of today's unit<#> avenue to us? Thank you for your help.",1,neutral
1938,R u coming over tonight,1,neutral
1939,What time do u get off work,1,neutral
1940,Do u have to work tomorrow,1,neutral
1941,R we playing hoops saturday,1,neutral
1942,did u get my message last night,1,neutral
1943,What time are you back. Thomas and Lynne are here.Mum X,1,neutral
1944,Are you back for tea? Love Mum x,2,positive
1945,What lunch are you on? Gin X,1,neutral
1946,wanna play GoW ? i'm online.,1,neutral
1947,"Hey, where are u ? i'm waiting",1,neutral
1948,yea we need to keep playing it was fun,2,positive
1949,yea where is it at,1,neutral
1950,It was nice seeing you last night. You should come around more often,2,positive
1951,Alright see you then,1,neutral
1952,To worried about school. I totally regret it now lol,0,negative
1953,"Thats the sad part, ive lived here like all my life and havent done much in my adult years",1,neutral
1954,top notch see you then x x x,2,positive
1955,"yeah thats good, il come yours first if you want and drive? half 1 is good for me x",1,neutral
1956,ok im just getting ready :),1,neutral
1957,okie pokey x,1,neutral
1958,sorry for not answering your telemarketing calls earlier,0,negative
1959,Ga! I want to soo bad!,2,positive
1960,Na you seem busy. Its not a big deal,0,negative
1961,Looks like you've got the wrong number. This is Brandon,1,neutral
1962,Alicia! This is Brandon. When's our rehearsal for the voice event with Tali?,1,neutral
1963,Who is this! What!,0,negative
1964,Haha nice! The <#> rest stops are so nice. You guys are going to have so much fun!,2,positive
1965,Seriously! No tengo dinero :'( haha aww I bet he's so excited!,2,positive
1966,Yeah I really really hope so!!!!!!!!!!!!!,2,positive
1967,Mr.darcy was here on January <#> th! It's too late now :'(,0,negative
1968,I heard that! So awesome.,2,positive
1969,Haha sounds good! It was nice talking to you!,2,positive
1970,Awesome thank you! I'll leave here in like ten minutes. Tell Shevawn I said hi!,2,positive
1971,I shall! :),2,positive
1972,I'm here!,1,neutral
1973,"Hey mom! Sorry for the delayed response. Thank you so much! I just played one of my original songs in the Wild Beast. This pop song writer gave us all kinds of information on the industry, and advice on pop song structure. Super cool! It looks like the fafsa's all filled out, so I'm gonna talk to financial aid tomorrow. Thanks again!",2,positive
1974,Philly Billy. We're hanging out tonight. Just a heads up,1,neutral
1975,Hell to the yeeuh!,0,negative
1976,Yo dude man. What are you doing tonight?,1,neutral
1977,Oh wow thank you so much! I'll be there around midnight,2,positive
1978,Hey! I'm at the soquel high pancake breakfast,1,neutral
1979,"She did a ride along with a cop last night until 2, so she's still asleep. Haha and I'm really tired too!",2,positive
1980,"Hey! I just got back. I picked up some class supplies at target (notebooks, paper, pens etc.) and ordered one of my books off Amazon. I still need to get a couple more books for class this week, so if you could transfer some moolah over ASAP that would be so great! I'm going to talk to financial aid tomorrow, and I'll be sure to let you know how things go. Thanks for everything and talk to you soon!",2,positive
1981,Thank you thank you thank you!,2,positive
1982,You are suuuuuch a stud! Did you fix office?,2,positive
1983,"Dude I know he probably thinks it's a excuse, but that actually is the weekend of my mom's birthday. I would be so down to perform at redcat otherwise",0,negative
1984,Heck to the yeah man! :),2,positive
1985,KAAAAAAAATTIE!!!! what is our reading for French diction?,1,neutral
1986,Yo dude I totally forgot my keys. Can you leave the room unlocked?,1,neutral
1987,Haha I think you've got the wrong guy,1,neutral
1988,Brandon Becker,1,neutral
1989,Chilling with some friends! Who is this?,1,neutral
1990,I got a new phone so I lost all my contacts!,0,negative
1991,Haha cool! This is Brandon Becker,2,positive
1992,I'm <#> . This number totally looks familiar,1,neutral
1993,Nice nice. Haha I don't know why your name and number sound so familiar,2,positive
1994,"You're super attractive! I would totally send you a pic if a) I was single, and b) it wasn't totally illegal for me to do so.",2,positive
1995,Haha I didn't know that! I thought you still went to harbor. Lol nervermind then,2,positive
1996,Haha nice!,2,positive
1997,It was sick! I just got out of the shower.,2,positive
1998,Oh I got that all sorted out! Calarts has my transcripts. I'm coming home Friday night :),2,positive
1999,Aaaamber it's Brandon give me dad's phone number!,1,neutral
2000,Okay sounds good!!,2,positive
2001,Haha of course!,2,positive
2002,Already done!,2,positive
2003,Are you almost here?,1,neutral
2004,Hey mom! just letting you know that I got back to school safely,2,positive
2005,Dude not yet man! I'm going in a couple minutes,1,neutral
2006,Yo dude can you leave the door unlocked when you leave? I forgot my keys again,1,neutral
2007,Dude f'sho man! Let's hang tonight. I'll text you at like seven or so. 5 3 1,2,positive
2008,Oh sheeit where is that?,1,neutral
2009,Shit Charles! Well if you don't go maybe we can hang like <TIME> ish,1,neutral
2010,F'shoman! I'll be at the thang anyway,1,neutral
2011,The dance thang mayne! When does it start?,1,neutral
2012,Haha u guess I'm not going today!,0,negative
2013,*i,1,neutral
2014,S'what I'm talking about! You wanna hang soon?,1,neutral
2015,I'll come at nine yo!,1,neutral
2016,Dude nooooooo! Like <#> mins?,1,neutral
2017,Do0d I'm gonna come over!,2,positive
2018,Dood can I come over?,1,neutral
2019,Okay five minutes yo!,1,neutral
2020,Haha pretty good! You?,2,positive
2021,Sweet! At least you have most of the day to yourself now :),2,positive
2022,Shweet! I'm going to the gym :),2,positive
2023,Sounds goot my loff!,2,positive
2024,I love you so much. I just got out,2,positive
2025,Nice! For mairin's play?,1,neutral
2026,Sweetness. Yeah I'm just doing some homework,1,neutral
2027,Yes we should! When can you?,2,positive
2028,Sure! You can just text me when you get back to your house or something :),2,positive
2029,I love you so much too! :*,2,positive
2030,Haha oh no! Well that works because I'm still doing homework! But I can talk :),2,positive
2031,I love you too! My voice is feeling % <#> recovered :),2,positive
2032,Haha aww! I would if I could :),2,positive
2033,Woo hoo! I'm SHTILL translating this French poem :O,2,positive
2034,You've been really good with exercising!,2,positive
2035,Oh no. Oh my baby :*,0,negative
2036,Aww babe :( eet weel be better soon!,0,negative
2037,Shweet! Yeah I can totally Skype,2,positive
2038,"Hello dahling! I'm dine with classes for the day, and just have rehearsal <TIME> to 3. Love you! :*",2,positive
2039,Hello b-b-baby!,2,positive
2040,I'm good! Just walking back to the dorms :),2,positive
2041,Hooray! Do you have rehearsal today?,2,positive
2042,Woah that's so awesome! I forgot :) tell Ruby I say hi!,2,positive
2043,Haha sweet! In going on a run today :),2,positive
2044,Sounds goot! :) talk to you later,2,positive
2045,Hello hello! I just finished a run and am going to take a quick shower!,2,positive
2046,Hullo Hullo! How art thou?,1,neutral
2047,Whaaaaaaaat the heck!!!! My phone didn't notify me again!!!! I'm sorry babe. I was all wondering where you went! But alas it was my stupid phone... I just got out of the cafeteria :),0,negative
2048,It was good! I'm just going to the practice rooms now to prepare for voice lessons,2,positive
2049,Oh I feel you. So many silly technical difficulties just to answer their pointless and banal questions. My. Word.,0,negative
2050,Yew shall persevere :*,2,positive
2051,I'm writing my chord progressions for the keyboard test :'(,0,negative
2052,"Seriously! But it'll be the first assignment I haven't completed, so not too bad.",0,negative
2053,Dad ist goot! I just want to shleep,0,negative
2054,Yesh I do indeed,1,neutral
2055,I know! That would be sooo nice right now,2,positive
2056,Oh no! Did you lose it?,0,negative
2057,Oh. I'm sorry :( I'm in the practice room,1,neutral
2058,Hey mom! Wow I can't believe I didn't see this.... thank you!!,2,positive
2059,So clean! I musht trim my sideburns,2,positive
2060,Dad ist goot! I just got to shtarbucks before my rehearsal at 8 :),2,positive
2061,It really is! I'll text you after rehearsal to see if you're still awake. Love you! :*,2,positive
2062,I'm dooooooone!,1,neutral
2063,And I don't have too much homework tonight! I just got a slight fever :(,2,positive
2064,Sure! When can you?,1,neutral
2065,Yes! :),2,positive
2066,Hhhutddfjiuytedvhjigxbbjihdssweyugggyuhfft <#> *'&$----ghbhdxshjbbhfssrgcchi,1,neutral
2067,Haha oh no! Well just let me know when you find it,1,neutral
2068,Hello hello. I have class in like four minutes,1,neutral
2069,Love you too! :),2,positive
2070,Done! I'm gonna take a shower,2,positive
2071,? Nothing's wrong :) do I seem different?,1,neutral
2072,After tomorrow morning the rest of this week will be unbelievably relaxing!,2,positive
2073,Aww lame! We'll persevere. I'm still looking at the same French song,0,negative
2074,I have lots of dishes to do to! I'm so excited. This will be a weekend of productivity.,2,positive
2075,I got a good grade on my television paper!,2,positive
2076,I know! What a relief. How was your day?,2,positive
2077,Oh yeaaahhh!!!!! Wow... was it pretty strange?,2,positive
2078,Cause business something something theez are my beeisness socks!,1,neutral
2079,They rock so hard! I'm doing some skeelz practice,2,positive
2080,Yeah for sure!,2,positive
2081,Just going to the practice room to prepare for skills :) you?,1,neutral
2082,At one :),2,positive
2083,I miss you too! I really need to go on a run D:,2,positive
2084,I definitely know what you mean. Oh my bookey bear!,2,positive
2085,"Probably not :( today's I have a lot classes, but not busy ones. You know?",1,neutral
2086,"I just have rehearsal tonight that'll be a little intense, but the last few have been fine so I'm sure I'll be okay :)",2,positive
2087,Totally! They just want as much memorized as possible tonight because we're staging. I gots it :),2,positive
2088,Oh I for sure know what you mean. I bet you've got it but your brain's playing games with you. I'm leaving ze practice room!,1,neutral
2089,Haha oh marnae.... you're so patient for putting up with her,0,negative
2090,I just went to the cafeteria!,1,neutral
2091,Hooray! I am in le practice room,2,positive
2092,Just playing some peeyano,1,neutral
2093,Oh yeah. What's the card number again?,1,neutral
2094,:/,0,negative
2095,Eek,0,negative
2096,Can't wait til u get paid,0,negative
2097,Partayyyy,1,neutral
2098,I finally did it! I finally figured out how to download mode for the sims. I got new hair for star!,2,positive
2099,Lol yes all the time! What happened? Bad night?,0,negative
2100,I know. I'm so sleepy. I think I have rls or something.,0,negative
2101,Put gas after work,1,neutral
2102,$ <#>,1,neutral
2103,Restless leg syndrome. I couldn't sleep til I got up and walked around. Then I woke up all over again.,1,neutral
2104,I guess its better than those cramps I get that wake me up. Last time I got the worst one of my life. It hurt to walk for 2 days :/,0,negative
2105,I do get a kick out of Mark freaking out cause he's trying to figure out why I'm yelling.,0,negative
2106,Oy. I just got an automated call from Sprint that if I don't pay my bill today they're turning off my phone. FML,0,negative
2107,I've never had my phone turned off before. I feel so poor :'(,0,negative
2108,Lol I forgot about that. But then no more texting u either :(,0,negative
2109,Lol there's really a gay.com?,1,neutral
2110,So that's where u been hiding!,1,neutral
2111,Lol your crazy,2,positive
2112,They can't all be that bad.,0,negative
2113,Apparently me over eating this past weekend wasn't as bad as I thought. Taking walks afterward must be helping because I lost another 5 pounds. Woohoo!,2,positive
2114,Call me when u can,1,neutral
2115,So where r u takin me for dinner tonite?,1,neutral
2116,What r we doin for dads bday?,1,neutral
2117,Just have a party for her at peter piper,1,neutral
2118,What r we doing for your birthday?,1,neutral
2119,Oh. I can buy her cake =D,2,positive
2120,What does she like right now?,1,neutral
2121,Well pick a place,1,neutral
2122,What size does she wear?,1,neutral
2123,Ok. Mom said she wants to go to cheddars.,1,neutral
2124,Lol I like the Paris coin house but I'm too lazy to ask for cosigners. Plus my Italian house is still empty :/,1,neutral
2125,I donno. Maybe when they add yo babies.,1,neutral
2126,I haven't bought yo in so long they keep offering me a <#> % discount every time I log on.,0,negative
